,type,ID,Date&Time,Severity,Casualties,# of Casualties,# of Vehicles,Latitude,Longitude,Coordinates
192,Feature,199934NC00765,"5:10pm, 13th December 1999",serious,Cyclist,1,2,52.384748,-0.583114,"[-0.58314, 52.384746]"
193,Feature,199934ND00223,"6:15pm, 20th April 1999",serious,Cyclist,1,2,52.331214,-0.890817,"[-0.890792, 52.331206]"
194,Feature,199934ND00774,"4:40pm, 8th December 1999",slight,Cyclist,1,2,52.197328,-0.928391,"[-0.928405, 52.197344]"
195,Feature,199934NN00022,"7:13am, 6th January 1999",slight,Cyclist,1,2,52.253051,-0.936131,"[-0.936118, 52.253063]"
196,Feature,199934NN00027,"3:35pm, 7th January 1999",slight,Cyclist,2,3,52.239547,-0.866596,"[-0.86662, 52.239549]"
197,Feature,199934NN00034,"7:10am, 11th January 1999",slight,Cyclist,1,2,52.228566,-0.903334,"[-0.903308, 52.22859]"
198,Feature,199934NN00068,"9:45am, 16th January 1999",serious,Cyclist,1,2,52.288057,-0.853043,"[-0.853051, 52.288073]"
199,Feature,199934NN00077,"7:18am, 21st January 1999",serious,Cyclist,1,2,52.275717,-0.841489,"[-0.841503, 52.27571]"
200,Feature,199934NN00096,"6:45pm, 25th January 1999",slight,Cyclist,1,2,52.240629,-0.885754,"[-0.885767, 52.240609]"
201,Feature,199934NN00166,"5:34pm, 9th February 1999",slight,Cyclist,1,2,52.232012,-0.87777,"[-0.877759, 52.232001]"
202,Feature,199934NN00204,"2:25pm, 17th February 1999",slight,Cyclist,1,2,52.247367,-0.923963,"[-0.923986, 52.247377]"
